,country,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
70,Spain,ESP,396.39225333761397,450.053289246968,520.206131380005,609.487384056513,675.241639141208,774.761609330096,889.6598720115289,968.3067817659829,950.545740593734,1077.67869994591,1212.28932639401,1362.16552414021,1708.80862877366,2247.55337693219,2749.9246634659603,3209.8374450628103,3279.31267061507,3627.59066324096,4356.4392203119605,5770.21461386463,6208.5780190814,5371.16643640984,5159.70864500142,4478.50028561471,4489.988938548139,4699.65576367274,6513.503285789239,8239.6138016479,9703.123838109499,10681.971202925699,13804.876786993702,14811.902819488101,16112.1889152156,13339.908563675,13415.2870010456,15471.962716535,16109.084398528401,14730.7971752046,15394.3514628249,15715.3322713275,14713.0657111519,15355.7031663439,17025.5319828692,21463.4426577449,24861.282796441297,26419.2968638221,28365.3134896346,32549.9709785513,35366.259601198304,32042.4740786617,30502.7197080776,31636.4463142558,28324.4293363918,29059.5479522321,29461.550333738902,25732.0183647454,26505.3432155204,28100.586241945297,30374.521043908902,29564.7448981723,27057.163515123902
71,Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.80698411582,3376.79474006,3678.1579420831895,4087.5033056688103,4144.63112371578,4075.9706385107106,4509.17820203617,5344.8779350231,7206.1665624875795,8912.99219516932,10406.396692326,12631.5680518102,16741.9392266596,18227.1195304476,14794.9711049549,14784.384661631799,17624.0445588254,17534.421349913002,19174.1003261509,20367.103161316,17522.230186252,18437.252820717298,20407.927380915702,23159.3924948461,23717.799451233703,23312.2763272181
72,Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,203.55700032343898,208.342391325731,224.627400221574,205.62379289169,233.218696082903,234.682176355784,242.961545904477,243.735857696929,248.022745682516,254.243262202821,271.394373532612,204.050181513175,165.69322804152398,125.549581258108,134.34296024645,145.16690126181,141.508619901766,125.07614107899201,119.684076349153,124.460790874921,120.76578373089701,111.927225125,119.49039595567,136.466250038215,162.43272862793,194.687432935553,244.28605229297798,326.436822761984,380.56900321293404,341.554122699663,354.4795719088,467.07787183327997,499.531530164228,566.92640288853,640.541923075422,717.124869806118,768.523015429372,771.524866349431,855.7608851869031,936.340461064749
73,European Union,EUU,,,,,,,1339.25344244041,1444.45280707328,1536.3205692229901,1700.90188066691,1879.1700738907102,2113.45320499553,2533.2133902025,3257.9506371885,3666.7073551900203,4245.2344017661,4420.10616863281,4982.261956200539,6042.49061629416,7272.388501947979,8098.83795452648,7032.31498690381,6759.56789614031,6559.06875810229,6304.907729404301,6469.205586861129,9020.495577898579,11125.1993132683,12173.9984450297,12393.7989231223,15455.6942014262,15973.1277894631,17511.3640790348,15934.1815458506,16836.753274693798,19466.249482628,19752.2054496772,18088.820594701898,18615.5999752948,18477.317351486898,16909.9161200755,17185.0466880308,18682.1188435301,22922.694027868798,26263.8824135453,27333.2032218823,29070.010045801402,33551.4089301725,36913.835113578796,33361.8319328814,32934.0387484821,35709.5307447733,33150.8322180823,34560.522730591,35239.1751006679,30466.8095041831,31164.5950379633,33008.5041400146,35703.6895347268,34960.0156237147,33927.7188969154
74,Fragile and conflict affected situations,FCS,140.911318291349,143.007902021702,154.493361572172,173.486391993172,149.142586140812,159.970716916535,166.413493315172,157.461710405433,162.254998423386,177.766864275678,211.160725186166,209.56236698721,234.20108552429699,279.803123913361,404.971491373446,443.90591640179804,508.595721343786,544.036762242013,584.583117967605,715.599082199539,867.608907302892,1181.7385090138,1106.4575059383699,917.260699848681,804.7078110479041,808.602860348302,746.263790480096,732.4392324207049,752.9596012846561,676.9471462629,1023.2723007047099,578.075420579913,555.895722143381,502.70158303334506,465.687833099673,550.013555431143,551.102884219261,616.983291832006,608.240633701582,667.813978815086,767.282789824599,724.689691641504,682.39330480699,684.607391576541,844.252478110175,1035.66408746357,1264.9637466581098,1524.63078119454,1918.46386015135,1777.53382056906,2067.7122990778,2047.25469783614,2298.50251054633,2362.40119667816,2504.44454372268,2167.40784339809,1928.97859204881,1929.8772390020397,2021.72579124927,2107.42382393339,1864.5794101871802
75,Finland,FIN,1179.3530109999401,1327.427224366,1411.70239818044,1522.3192420995001,1707.50393824701,1882.08685764849,2010.21345619725,2034.1890496547799,1907.07727217667,2178.03525044982,2465.64481862422,2716.1900922286104,3177.6457009373403,4173.17304749428,5297.607817394621,6255.544640764229,6739.69071253255,7069.105738256159,7628.815714249059,9332.24526383769,11223.937563528001,10926.817966565999,10938.122061410999,10497.479996566,10833.8662886935,11398.105953150902,14951.046785288701,18571.059925357902,22047.793322259502,23973.2394840041,28364.6450765922,25484.7392935746,22319.059460246,17608.812390226398,20301.333085866,26271.5998141691,25783.450487861097,24691.8728133698,26009.2694886182,26177.3479836441,24285.4668205162,24946.1891891404,26869.6749036293,32855.132628780295,37702.8453762641,39040.2888825052,41188.0936997302,48414.845092972195,53554.038922467305,47293.9928335042,46459.973254854296,51081.997670312696,47710.7902169415,49878.043244453605,50260.2998588958,42784.6983616432,43784.283962209796,46297.4963459994,50013.2942027626,48711.5642079496,49041.3422565659
76,Fiji,FJI,285.474286146904,287.26705590196303,291.473333502059,296.708316522231,310.812276585613,317.020325095875,316.129810339344,333.268205133243,334.612576030587,357.424383575632,422.387543772131,466.025348313778,583.318766139608,768.688514255934,987.923750046292,1186.67607914446,1182.0941344283199,1202.63135510282,1360.78540071535,1640.5569114498098,1892.87682180284,1898.01086362177,1786.8571665552302,1638.38394085292,1681.70508371975,1603.21935409912,1795.3704582032199,1631.9581033129998,1535.39919537492,1632.1878455020199,1835.1230583358301,1881.7617944632602,2058.37960285946,2167.09545362845,2384.72645565724,2540.9808789080603,2713.82776100346,2636.67216005055,2066.06885437086,2401.68642195355,2069.31745471458,2030.24635131517,2248.71419119053,2818.91392042135,3311.1598953250395,3627.6328558525397,3715.93265705693,4040.1521191650395,4167.69493510221,3362.82049454372,3652.53593320954,4371.44738457557,4591.57701506207,4840.72726987242,5605.60914844185,5390.71420703085,5651.272721327719,6101.023889500811,6317.437798535961,6175.874841217671,4881.52606919802
77,France,FRA,1334.68951190446,1428.04600063164,1578.2845377801502,1744.64012289392,1909.54162026244,2038.16310215841,2186.4745917492,2343.10450260677,2536.08511406552,2752.09511423516,2857.25168156016,3169.03632305625,3854.55583517781,4969.76297758856,5328.24154765623,6690.57827024394,6866.816892458679,7532.526960032679,9264.77529285999,11179.632901623401,12713.3651661352,11104.9813384681,10496.928554430699,9993.421182198459,9419.69614346785,9763.32740402965,13540.2463694725,16302.447375566202,17679.996689009,17694.3093242315,21793.835537518302,21675.0649888267,23813.7122463577,22380.107748322098,23496.5201538685,26890.2176223614,26871.8312674776,24228.946391421097,24974.2738587988,24673.2030476111,22364.0293943406,22433.5549829528,24177.3355586498,29568.388799867298,33741.2619183406,34760.1850154731,36443.6263055433,41508.4326882318,45334.117956922004,41575.4219609625,40638.3352541414,43790.7260166781,40874.7003927338,42592.9353850549,43011.2631028417,36638.184929157,37037.3741861219,38685.2584944953,41526.4146584125,40380.0987725432,38625.0673845578
78,Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24035.289644611003,24129.4128945849,22651.8619846698,24418.7032800532,26731.6585680004,31493.3191469308,35467.175469944304,36198.543774304504,41521.6750574783,47885.6988786829,50863.9537894054,47441.9159808872,48541.401193848396,52092.6033791385,49459.7172338372,54843.3192852206,59433.8345726758,52400.2972763835,56854.102653705995,59993.090626655896,62918.1461936121,64225.2649049837,
79,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,1320.8483194840599,,,1276.50618856935,1296.8828138023,1355.6705514002401,1437.3498330888099,1528.4931051669698,1682.54386053716,1756.65279229874,1909.51001434057,1909.8368386305801,2060.49472264844,2017.6593328470801,1904.8638831782998,2022.7445797830103,2042.70708645343,2171.88957683534,2248.49211533078,2265.9441075616396,2295.86817833156,2253.1137454982,2358.1466999576,2406.11441152466,2458.65839413263,2541.26162493119,2721.97609035554,2885.3054918574394,3009.25682468487,3131.38671463839,2994.79239440343,2971.51260191356,2906.61701228808,3014.7003583904198,3289.64211697365,3568.291015625,3585.4232016237397,
80,Gabon,GAB,282.417179474671,331.435801780181,357.523761698303,298.470446191799,410.904083462192,424.620442943686,452.66282659222503,490.103275636065,520.480421191048,550.7279588275701,549.453817692395,635.501147268439,703.784271379178,1160.32181187666,2432.8361798853502,3331.9943178737203,4550.07419270187,4154.21946780711,3452.61555661113,4275.25736378107,5892.09928456065,5186.37714356455,4736.03389365688,4325.29785030481,4423.5205097343105,4038.068544182,4004.03527499383,3755.47081739257,4267.805093931671,4532.15113926707,6268.91800765744,5536.9983725291,5578.038555323629,4252.06534768253,3963.87929654385,4570.571303540611,5116.19662519022,4667.19312084114,3831.7806677081603,3888.8794672211798,4135.99238007722,3993.0313362488105,4141.43436559775,4933.46216999793,5739.61320363785,6891.36192038265,7221.369876509871,8458.309178710799,10254.1719573595,7721.018952900809,8849.32260799167,10809.6849503904,9813.505746508179,9683.58161951252,9663.42411002585,7384.700703930709,6984.419712083871,7230.43491161979,7956.6278155868595,7767.016979429541,7005.87909704756
81,United Kingdom,GBR,1397.5948032844,1472.3857140786802,1525.77585271032,1613.45688373392,1748.2881176141,1873.5677743542103,1986.74715869685,2058.7818819805602,1951.7585958753198,2100.66786858672,2347.54431773747,2649.8015138722303,3030.43251411977,3426.2762205037798,3665.8627976419,4299.74561799284,4138.16778761535,4681.43993173038,5976.93816899991,7804.76208051155,10032.062080015,9599.30622221965,9146.077357018521,8691.51881306514,8179.19444064991,8652.21654247593,10611.112210096,13118.586534629,15987.168077568798,16239.2821960944,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.238098365302,23123.6945627431,24333.234175087797,26719.5429576766,28238.9950546354,28665.7074949102,28156.2674107209,27717.6258101678,29982.6187026848,34383.947962772596,40208.8560760282,41932.8773606998,44472.5742349596,50444.93015463481,47267.0121770864,38736.9021994994,39536.7726806835,42047.6142522206,42449.1076656792,43401.310529584196,47452.1991368626,45039.235952048606,41048.3496572292,40304.723076367794,42992.8037216089,42354.414654576496,40284.6384553276
82,Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.6482264940698,,,547.334893087623,519.857581188288,578.3446098525831,689.05944138472,807.032285752352,851.52595816837,673.54343867503,749.908534993961,801.9904138883729,853.516453713318,1010.0079801313001,1305.0474855720802,1642.76093756395,1996.0571292766397,2635.3538820296303,3324.7358790541102,2822.66743023352,3233.29594347421,4021.7433061728602,4421.818242280129,4623.74572473419,4739.188338464211,4014.1859441932897,4062.1698875737898,4357.00093554628,4722.78778321766,4697.98365238984,4278.86077091661
83,Ghana,GHA,183.44958979830298,190.218882959143,195.492397739104,211.06456777921798,230.088779524821,265.323688785998,267.748224961421,214.83214817906799,200.307093967715,230.287227006016,253.566621870168,269.368235183225,228.859732843471,259.701843708917,296.890023865613,281.40612646801003,271.125578261918,306.809965032651,345.834422933824,372.06012078755305,402.060707757631,372.077443492073,345.641333225008,337.16334816898603,355.66670367484903,352.35271437142603,435.068187671321,374.470341506465,372.68397956457494,365.889682671763,398.637081088931,433.773264764704,409.74638978637904,370.419454924392,328.744526865007,379.987984916879,397.135754957028,384.79632833019997,407.52323701785696,410.33401155961195,258.47103992967897,269.014984764581,304.564635977066,367.821362113662,417.50806672766197,492.54405617264007,913.393849309942,1081.16631826269,1217.06443549146,1077.66205832571,1299.34521164062,1549.46271883345,1587.5609318580898,2361.09032361113,1899.6683361413398,1705.5750820451901,1913.47353585435,2020.68178984221,2194.23247709545,2210.3559225886497,2328.5346421107897
84,Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,354.42136503357904,351.909045501736,398.54615279946097,394.331142350975,419.809870822721,461.375312462986,489.07160407065004,475.42631699483496,477.762459236542,508.101516144618,518.365662598199,493.8221613508401,456.491484139533,429.71969232120597,363.48227926661497,336.154020658897,343.60263120769895,393.73968985004797,407.300975937447,322.415540033465,453.403713311328,659.992930974615,715.096526700401,674.085482595431,672.424930360214,651.136113367479,717.050535938187,769.003166698026,787.238564407376,769.255475433161,732.291511901218,855.575270552367,955.11128113689,1058.14336817318,1194.0378646946401
86,"Gambia, The",GMB,,,,,,,106.413224524113,109.45371583248699,93.8476904866439,100.101772717037,112.610650962067,116.561199765288,120.143504369715,148.174657143106,183.081764857947,213.306892087546,201.124878510292,239.43310998487098,288.055777320372,335.804890876779,378.312989037587,332.680606319744,318.607862075407,304.83743536979597,244.373342167364,298.66041232444803,234.65628678867802,265.491653208935,305.313617683872,310.29933728142703,331.817740281771,695.410988509787,695.155371515626,711.7261809566229,682.214156931891,696.449584292581,728.669071886674,669.401095968637,678.676178340413,637.939062861631,594.1493884996489,505.421636114705,411.771893943142,335.906216950504,642.756218338464,665.720215700547,662.362877179135,780.3810509205181,924.5098745936141,833.2813603652099,860.636433851486,762.7631177200341,742.777628631243,700.5160421528329,607.429904651813,660.723571244322,690.780493152792,679.75507172296,732.720727318856,777.815245170251,787.006450894821
87,Guinea-Bissau,GNB,,,,,,,,,,,111.688838635488,109.33259990791099,119.72820875607401,119.776028358027,130.367560656341,142.28182034300102,145.87785674691798,148.97815200793102,158.866702139161,153.006192038274,141.559351449963,194.924653563058,204.24879813193598,197.03104547551,162.672154070606,164.941935311688,145.905480769443,190.45237989458,176.25939162075198,223.471418461783,250.149441956581,257.78917564696496,221.799165336982,227.023245321292,220.96042416003,233.243258739218,243.438295892826,237.13007732345298,178.848364736587,190.672306188466,308.91031840187196,319.957449358104,333.058579332506,372.056194872066,405.075118373342,436.47522024895795,430.003940275091,493.72199321924796,599.995237190988,559.4145708573291,558.174668134758,703.66056725746,616.37566403413,634.6620391389689,623.313091387687,603.399381547733,661.457838679603,738.5499448907821,802.767385116156,749.453747028806,727.5201717195621
88,Equatorial Guinea,GNQ,,,34.790581358267104,40.751471319580205,46.97605239904921,234.344085087491,243.76909130671,247.844128685815,225.48656622988,221.137218045113,218.20553766103902,217.321465999217,226.00134793756303,292.459831279837,354.301452831364,407.71063996605596,418.008097536264,429.41658438977305,,,202.627448270724,138.939451699101,155.617478107206,144.196312060816,151.772906997258,176.41505881454498,207.05264902905103,243.737476994786,254.53553355527302,217.072388432346,267.46807291318197,256.22633575855303,301.177108978134,294.07050485753996,210.40954335935902,285.552548185098,450.64600234908096,824.551083073221,663.724751327361,1067.64395532303,1725.55758427978,2313.1659368927303,2744.19148324865,3618.54447564811,6152.1312376017295,10963.4063784924,12857.3688248227,15908.411192033602,22942.6101005186,16668.1216976014,17288.84259775,21641.6938980227,21711.1515946043,20390.737273789,19394.0806626191,11283.3980543871,9250.31649333951,9667.8578009346,10005.616791726801,8419.933336125301,7143.23870497146
89,Greece,GRC,520.322744310383,590.780054812393,617.057757690519,695.228624389878,783.705880998279,899.281238912995,997.430467475556,1068.11455622703,1154.43853055613,1324.05898884761,1494.38798449137,1652.3259558674697,1899.67578389335,2502.81474512238,2828.7485589950397,3153.2357756280894,3390.54497596312,3886.3744514675896,4694.6337817198,5705.94937054811,5893.66189269128,5380.26761963211,5579.23461523759,5019.87877056877,4852.56566737719,4813.71120474694,5656.5053316452795,6564.88442712193,7598.02800548468,7846.67812242278,9600.18523506603,10188.3697801238,11176.458419061399,10401.9830146096,11091.2838472779,12959.324290811499,13749.1151120679,13427.8325055002,13472.1376092623,13245.1894436119,12042.9537140472,12538.1788690276,14110.313365211101,18477.578360286203,21955.104136494097,22551.7357667365,24801.1577837357,28827.3263926878,31997.2820241039,29710.970232487998,26690.607415978197,25450.5341194438,21915.191323136398,21749.1524824445,21601.7763985974,18050.0976100746,17885.3928086126,18562.2294309576,19765.996453608303,19150.786196498502,17676.1924769339
90,Grenada,GRD,,,,,,,,,,,,,,,,,,792.454972735069,991.228073894508,1153.9605004596,1245.62468592233,1276.37036628285,1346.85811536314,1372.6676965447,1477.91565867191,1678.0732462776,1872.4686083726,2162.53024520623,2408.71454766019,2757.8884395475397,2886.99820366833,3117.8898311136895,3192.2319083217,3153.8182827247697,3272.55337273959,3411.9669596804997,3632.6786773110102,3861.39782205433,4370.61831736562,4705.79006307169,5056.9772588695705,5041.01223518709,5213.79564944542,5682.70537780071,5741.6536579513595,6645.98554869724,6658.22358599046,7212.986819092371,7832.349081019159,7290.834937710259,7258.16656084855,7291.74166956273,7444.089074742758,7789.632355055941,8370.04047206067,9096.53865246322,9628.172843313008,10152.8328118872,10486.3775924082,10815.9113560803,9680.17582544907
91,Greenland,GRL,,,,,,,,,,,1498.27643678161,1876.5032387468698,2196.71171134534,2860.28057640115,3432.70603291276,4257.949711754,4844.67632927424,5713.954919049921,7235.54974098321,8480.69482681448,9483.17307607343,8544.05832861263,7813.69066733532,7988.170958612,7198.70224749384,7760.828404482951,11271.3214290252,14554.3875384826,16398.0110939363,16813.683949148202,18326.8051234609,18315.1963031585,18768.9301437197,16797.4588562842,18123.9630348205,21665.7018983672,21422.357543404698,19145.4960362523,20496.661371851,20170.4384160027,19004.1072910304,19275.4733376066,20652.8783287878,27459.762783948398,32023.4522076237,32489.7819085278,35458.1231210482,39780.9514445753,44367.055649787304,44918.564877075594,43988.3324931946,47186.98146800481,45936.76595169889,47535.5899453685,50484.92757390231,44536.4013080999,48181.874188064,50321.3687543442,54470.956386425496,,
92,Guatemala,GTM,252.756171165062,253.22729003499802,261.17913380611697,280.096636444858,279.930464500156,278.828138481721,283.192724592174,287.968047136813,310.661745203358,322.437529369749,349.024975633327,355.090371107723,367.11888114087304,438.54485116069606,527.4176968119709,594.651803552057,696.222015275002,854.636643380983,925.1257444659101,1027.0836960251402,1143.44040197691,1217.26402049105,1200.24923382046,1212.71655867236,1234.7026407121,1233.0809439630198,892.292906492455,850.2185120671651,915.3980653359621,955.1134608633611,845.306962105181,1011.75496628105,1093.9629083570098,1164.3740250810001,1293.47019794619,1424.68254256258,1487.60765839974,1649.00160206099,1755.84958223191,1619.51073552531,1664.2989582704502,1550.3603655544698,1682.99450068936,1737.8792869297301,1859.098363351,2068.50012859333,2251.08796275499,2490.74912665208,2802.46196190125,2651.8171228381398,2852.54732650116,3228.0457411296,3355.0369188127197,3522.77370621475,3779.6423361302504,3994.6369128847496,4173.30166619474,4454.048149835479,4478.42464550944,4638.63494319511,4603.33961670975
93,Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21594.0396887506,22628.278691123,24472.782015762798,26596.214789843798,26713.058386753102,27680.5499597099,29288.7818557946,30320.538585209,31040.084295561297,31210.4702861795,32908.3067691731,33656.4535735436,34843.2055749129,35829.2503598989,36214.0069224538,36601.9198811792,36502.3828195693,37723.7813443319,
94,Guyana,GUY,297.676422547695,315.385459502551,321.54523678627703,282.304071272384,305.36639865878504,327.115728130283,344.16807724236395,370.15964908203796,334.842248857383,358.321966588237,379.895876186288,395.202918938914,395.292399298222,420.665615915983,588.1370170124189,663.395665152058,602.624847334773,590.065370450038,658.436000249309,683.330391867642,773.1816707748351,729.6050921961399,616.960789709811,628.193656527844,564.5278744701909,588.610353438784,660.151900046548,468.13833097952903,551.2621745947799,509.373749741319,533.5383587528411,468.15831088423795,499.03170934230303,602.143872947472,712.712854200065,816.5354249131,927.188583380544,988.341316751264,951.9124771080699,926.740336169619,954.400318095334,955.665380611907,974.949193282042,997.211372858551,1056.42388561094,1105.5068247711802,3188.67316017476,3658.47697115519,4050.78821296,4233.76442002944,4580.6991357138795,4908.56701446734,5378.81196969065,5489.14275846729,5407.1537114023495,5576.826070397471,5811.39792362577,6124.95367005177,6145.818742913941,6609.51043084801,6955.939217177889
95,High income,HIC,1402.9637230390301,1466.3034468393398,1562.5939712977,1662.1709420775799,1792.0562092941602,1923.37208638413,2087.16742777671,2216.8648510061103,2380.4072968934197,2592.92937958579,2805.23330962424,3078.0971434905896,3534.69653468324,4235.603480797489,4730.668878708039,5230.87189030683,5652.62260155769,6349.35405452949,7546.281872244291,8651.17304683089,9583.20416943827,9649.20613423338,9485.9568230995,9724.739800423331,10076.127427419,10509.300612900799,12674.9615866823,14591.0754132151,16318.5027517402,16951.007668143,18905.0176849103,19836.0124214003,21208.5937980303,21203.5244540448,22567.7532495833,24852.286196457204,24902.2394507373,24328.494883667,24269.7195360585,25332.103005717403,25685.894575799703,25277.363712540096,26167.9729660552,29147.4013602186,32222.741781506098,33845.2516176851,35478.2768712832,38494.400136947595,40574.1388612334,37776.776580515696,39341.1323642138,42258.0470996356,42057.994653943395,42321.5487144646,42995.2656178941,40398.448655138396,41013.341279697,42658.2072310042,45114.3603938187,45297.717865361104,43833.9315581079
96,"Hong Kong SAR, China",HKG,429.442874392053,436.754411520393,487.821134050813,565.727810358046,629.591525784494,676.805507110096,685.926614135084,723.2392256166611,714.4829695806098,825.523449142012,960.031961510704,1106.46971695915,1384.73843732271,1893.18124189464,2144.6077129514397,2252.11188136859,2850.0146101832,3429.4202760725398,3923.9437313275503,4569.45370724224,5700.41263435822,5991.320261419721,6133.78407860515,5595.235138638461,6208.2261593719895,6542.93153674313,7435.03069759422,9071.33260211718,10609.745639454499,12097.7751586818,13485.5448929565,15465.8588553349,17976.429382765502,20395.5173666776,22502.5797409692,23497.4923138193,24818.154552351698,27330.033350280697,25808.970952452997,25091.6665997966,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.100372255096,26649.750801707003,28224.215060938903,30594.017841023102,31515.662771301802,30697.340383517003,32549.998231121,35142.4879344543,36730.8767001128,38403.7777145477,40315.2855640552,42431.8882817277,43731.1068245299,46165.8565115953,48542.6818699161,48354.473367413,46323.8634424384
97,Honduras,HND,164.64439949063998,169.909755119116,179.876306335728,185.04884712132198,200.434728452609,216.81539468159698,227.740956309102,240.546842888042,252.584914494852,253.26872074661202,266.136406135199,261.246370337279,278.61607604449796,307.344800129876,338.155329174355,356.4573969984,414.62314046282205,497.938290844288,895.647986445863,993.725497402747,1078.8103458271,1066.1687423522199,1090.99823650708,1110.47566272987,1183.0259297267698,1232.86961535159,1287.410738777,1362.8851018302,1262.0671507382901,1128.28409141059,993.4832531933699,911.754981582674,942.6129447197001,913.3016313444659,836.6023818375121,936.667654324264,887.69261230849,948.954770228598,1023.46073380734,1002.71692187708,1093.1081001381501,1133.18637171644,1134.06444483715,1158.17808340909,1217.81802119982,1308.09196975644,1430.0576135021201,1583.04745080536,1739.3533773407598,1789.70555323308,1904.3471518413198,2088.3155465310997,2144.3423630102698,2102.59244935157,2206.05439745471,2302.20441093316,2342.58490388004,2453.72711527978,2510.32294304191,2574.35675105143,2405.73284775141
98,Heavily indebted poor countries (HIPC),HPC,107.349854154227,107.577311074168,114.322216719232,134.63160013168502,117.351856252421,133.67957966717898,141.934054306317,135.518256202258,139.741366418957,151.280580788239,154.456615683659,161.978651446244,171.80121296521702,202.343852176535,240.182632942684,267.196077186302,276.244127542869,316.239300959116,355.757803852136,387.369443073525,401.963087570752,387.28142900038597,378.735649075096,350.367439226237,340.965884197417,348.707520915945,392.568545515997,426.519746953667,412.793294741464,387.576055889545,392.821197492432,385.745443317894,349.36002321040604,347.214889816373,288.22497309949404,326.40600495768996,329.875597275091,334.067061625066,344.09746233437005,336.936632290879,359.38225816832494,334.153845070501,348.85078486992995,384.114468324192,428.414510510842,475.339761037957,548.336600047783,636.99779898075,748.468443202401,738.8307772590069,797.210120105038,852.3707875065401,872.437831993203,945.003694893245,970.9121682536979,927.124457541179,909.513225357312,944.4637175014631,979.889988545419,984.818942762602,973.2718546084241
99,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877.56841731931,5232.8517604707895,5263.44700211818,5640.32895272339,5198.0927392817,4841.60637548442,5362.022896622249,6232.655594710761,8059.420172906441,9661.16957366412,10527.892681523299,11695.944664086,13937.448387519,16296.805923849799,14540.6416034433,13949.326497497701,14609.5243524166,13258.3598451041,13674.417804999899,13599.4097770608,11781.7347932429,12361.4838303671,13451.6249479152,15014.0850191716,14944.356224893601,13828.469504884599
100,Haiti,HTI,70.66108455879501,68.7643393279884,70.1380458806057,71.96218417157691,77.8625972471001,82.9476083737561,84.98525219834958,83.4119039580884,81.5929536736684,85.29579642925721,70.8261792548154,76.2637489686631,76.9018637125326,94.90457190779942,112.996202016585,133.750247812867,169.310758822314,178.860636966735,180.273204022191,195.754238035777,245.216566914902,256.245618891021,249.43221262547996,268.291929248001,293.186773308607,317.07634590577203,357.79682974721,309.303489998553,386.777291423691,396.686139185866,439.94418801591104,483.873635417995,308.37139743645,251.752887677523,285.118853846182,363.265544505251,368.63186379910303,415.770742131053,455.541896058048,499.302968654216,811.53435768522,739.3481909532651,697.5970629598959,561.8176912760711,663.794329454767,766.691975525625,792.8260106525951,981.110514590081,1076.70244738279,1150.2110889227301,1172.09901454836,1287.95405805707,1337.33647468866,1393.95608501371,1402.1002886364001,1389.11977926485,1265.9869321522,1294.23962819616,1435.35085222052,1272.49069871548,1176.75581952799
101,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.25832349229,3735.10582034276,3873.9877227976704,4173.37302405441,4494.70762405948,4525.03910312241,4596.18262235195,4744.21226429639,4793.47852203763,4624.2816567029495,5276.0331890549605,6655.33300865319,8421.10331316153,10285.7936270098,11200.576949626398,11475.822705709299,13918.9601910137,15753.4732840195,13046.481008184799,13191.621264469599,14216.1656114334,12950.686515308502,13687.5140593304,14267.012154768301,12706.8912148924,13090.5067287853,14605.8543453283,16411.4411105738,16733.3221691387,15899.1482797158
102,IBRD only,IBD,164.600165342815,155.228633648727,158.884835291868,165.846881871186,183.94381417534802,196.788804947798,198.048655299593,199.15941466809102,205.725449084314,224.588714232969,238.604304002275,254.63457462302998,280.216750866591,352.645674407485,435.590337802354,461.007974141231,492.849670458086,548.474751710123,580.7655247015609,683.348554426355,791.1687185860769,841.452143659001,819.604528540332,793.1450251910189,796.311309677014,825.848807220755,843.6450016908051,846.5013211731771,899.064304320437,917.155813833469,1032.02760241569,1042.20050131654,1027.33261467635,1088.4431103659301,1175.2637671503599,1305.2253006912,1406.79958738094,1472.3191093517498,1413.8160859141,1359.78721538414,1463.14200880292,1464.54588364523,1470.1989965557502,1633.9290441820099,1926.8835434774899,2280.1098352795498,2676.30775661736,3293.4574598136305,3915.6258373365004,3760.7682609046706,4521.98256286,5288.46186506897,5567.74639017209,5824.77074487432,5965.71075131925,5579.990995811329,5572.72464401241,6094.719359763629,6415.15464943783,6510.72745549546,6187.68569657553
