,country,country_code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
92,Guatemala,GTM,,320.718243677883,331.294225867295,396.439456671671,477.930815586033,535.030993893375,634.303868139327,781.0459383198989,844.761457774547,937.080478717221,1034.38349699888,1102.56428103669,1071.23742618875,1094.43609407668,1109.84939137885,1116.30085352788,798.8312974426069,765.324932014026,826.706110535766,866.2732189358239,755.722595870157,922.136912112971,994.517941412781,1063.38135835151,1178.5233630584698,1294.86373348936,1341.55127383421,1490.93556882486,1586.84340320401,1452.3190306358301,1486.67595046843,1410.27163029259,1512.5314270380302,1547.8682846559,1647.1791694542599,1815.77935874833,1952.93978460785,2136.65029959096,2410.20511417583,2267.51382856743,2396.59204839507,2714.99634004315,2865.2072694822496,2942.1768546506,3132.40354078284,3373.7875975516804,3475.67538525294,3710.8884519533503,3772.87359108891,3929.84326917633
93,Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Guyana,GUY,,,,,,,,,,,660.3343115148091,591.6501295399411,476.813363075795,477.248646002109,417.56259169259596,451.27736377362,493.90219205484,317.16249676524603,397.563386797311,327.425195721543,375.796474349894,276.384024974287,342.082432322015,467.380787819688,546.603036490881,634.819133002132,779.167892758453,822.595742980225,834.758534006497,789.661713944012,842.203862735525,849.535874226297,848.1693798227769,874.416114658939,927.3365674091541,997.613438604561,2972.7862005240504,3477.71295416101,3844.24231064584,3977.3794176136603,4285.007363380039,4436.368954136021,4880.932679394221,5123.87866397932,5146.63792357819,5352.86021135118,5225.724934720461,5609.892349097111,5835.4449191537,6339.71890410458
95,High income,HIC,2460.30996763142,2691.24848562025,3093.97842973913,3709.8418683216496,4066.1243938054204,4490.15960735135,4843.45112754066,5421.88691140552,6476.682255734399,7270.42390340453,7958.31789022083,8015.75568171272,7955.6443274902695,8109.32221591097,8441.986042580991,8802.01435673758,10659.1410063799,12274.374463086999,13810.6833042293,14207.945713288402,15779.792372714199,16515.406400593,17606.4155632152,17498.7378644326,18658.5965101051,20595.3764381803,20687.3163967613,20286.2956832261,20370.298324223502,21203.0611366611,21454.1951646655,21138.066252252298,21838.8406282492,24323.7523784823,26941.1481623858,28268.790976167402,29737.4217838914,32026.5020728696,33212.1431137833,30887.5285302838,32486.9742713064,34937.2599463082,34933.0881268375,35139.655668499196,35832.6384532972,33718.624667066404,34099.5878382592,35438.3951148073,37318.871935064,37517.9270361144
96,"Hong Kong SAR, China",HKG,,,,,,,,,,,5397.89531313664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Honduras,HND,,243.298828905261,259.517116974917,283.82239200528704,310.409142267861,331.629895599927,378.79642141463097,454.743300959033,815.713094015995,893.339083035764,963.7288345492641,956.07225889675,958.557018227593,987.217838192935,1050.6211036637899,1102.2536004468,1150.99134778621,1218.50216077673,1117.52972380941,995.9546686996271,862.9344979773441,792.862769474265,816.104028403766,816.879857902216,749.1840022779111,835.3840133758271,792.1879173539571,861.869685288565,933.8322445291699,920.957091772467,991.381363902615,1036.0774351975801,1032.7247752902401,1049.16185738934,1091.54415589238,1172.9478634349,1276.11261117847,1439.7895660237803,1575.80547456738,1603.4639633719598,1680.16538983556,1850.08479013267,1873.15154313648,1826.03096439814,1893.14677531849,2014.43849009231,2030.5165896293302,2154.35420061478,2156.47373017256,2235.50112385079
98,Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,328.94700985652,320.867388706456,310.641215255529,297.951818191497,295.065639253622,295.171191877125,330.576409381345,354.148721594673,354.931375548693,322.958670820029,333.86504195968,338.880354897122,310.384514290917,299.83188745251203,251.05816230305402,276.955491875918,296.668074328052,299.79303780987203,313.194389190594,311.618686906528,324.639376539575,298.20272773707296,308.18711331366404,334.79819540226504,370.061325146172,404.648301341865,455.99254701449996,524.949925712377,617.566536004128,630.0920780905719,651.883954364362,678.880790190965,713.3906721106321,781.292181379971,812.592189148077,799.002018719767,768.5619989892281,789.404612785669,815.3617420698171,831.922312978899
99,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,4072.59714319682,4382.95725123604,4430.68302820387,4743.6155313666495,4276.1132538846505,3969.6598200027897,4283.6064799824,5068.62275575588,6409.03778060886,7781.12117489692,8693.74734290907,9543.979913125451,11421.938208228401,13178.793417206001,11504.43745274,11065.078112180201,11648.2035010476,10606.188411999101,11195.1542602929,11129.230181487901,9868.690205311508,10089.165031884399,11189.748495026399,12514.671110893501,12495.6520175361
100,Haiti,HTI,,,,,,,,,,,231.97629114042198,243.33050623710702,234.50554109151,256.305339617175,281.11625747887797,304.262958117099,345.86344271356904,296.90253660747004,371.85584442857595,381.39924383196,424.324381364256,465.974430300419,298.265548062061,244.158520311892,278.804338124185,352.159635129826,358.578229874974,405.145839130335,442.99303361461,488.621393138499,803.34626389502,726.550173756503,681.453647940957,546.340630834872,641.592666379805,736.932243199212,761.507961264582,947.10438764078,1029.83328002401,1101.7126006680498,1114.54161372552,1226.7071073433501,1272.44473720144,1324.3983557270699,1336.70847037237,1331.9376216641401,1195.4903277189599,1217.70579831464,1358.244155238,1200.58465196659
101,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,3008.5212055944703,3254.26752180589,3429.03099558722,3415.02487135737,3421.39586030525,3558.0256787105395,3550.1260959788397,3458.67294673636,3988.9776855698706,5137.3984714194,6543.51530421621,8004.00358623496,8725.10877491731,8858.64936601383,10550.131956805699,12127.0640054975,10089.8671457285,10184.3559979852,10932.6030131899,9974.876093932491,10854.517873201401,11220.1622040513,9965.08998095592,10552.8200593032,11606.4599372229,13225.6078148571,13581.6931617809
102,IBRD only,IBD,180.928301714706,193.286321425721,210.70955166509302,262.77287072867,309.749714991047,324.904561469131,338.33952770319803,374.812423821055,399.14705361737,453.04134169693606,520.56196368586,563.8958470699611,548.624454005123,526.196213796518,530.108407309856,551.135555135709,570.200772021707,566.098839494669,608.22093370226,651.373295541249,740.907562336928,819.486518429655,824.8523000562191,882.5081387243221,963.2273842270621,1071.40458422562,1165.58360406502,1224.35498656792,1185.69099588437,1133.9656518191198,1214.0048356975599,1218.4549612247,1226.01917018866,1356.7142275205902,1582.43225024849,1857.2205287568697,2179.36518204003,2699.1624928925303,3171.67844384353,3110.55967809273,3695.23747315508,4241.01713808338,4509.29176172377,4717.7721440019295,4874.64518369454,4606.506352081679,4622.7965046913005,5071.524945142871,5301.228155284871,5396.67173990345
103,IDA & IBRD total,IBT,171.553564386646,181.340921967822,197.234845185624,242.390712630713,288.400034704372,306.784100459985,317.57788751654203,348.45512457771895,373.09864908448196,420.716260984393,485.752220984343,552.324424670938,532.98621059251,499.48259097294095,495.26061505847997,511.521179653539,524.214849162923,520.440169355617,555.795158319979,585.5836762093161,660.639235118163,724.014120330845,724.3247601812799,764.759488161858,825.8504911798599,917.611520532084,996.8477652800681,1042.95413633914,1010.7344755433501,968.6694271427459,1033.77835503891,1033.66240281286,1041.44952512135,1148.68723296321,1334.0465546661999,1557.2566948984302,1824.9675539297602,2242.83250918439,2628.37844391035,2574.0088497937804,3035.6966455430497,3463.75303078366,3676.9917031655605,3847.7374371929,3973.97357341469,3761.83059114971,3752.2835669820397,4079.98936766599,4248.46584747442,4315.515282421789
104,IDA total,IDA,,,,145.14817970746,192.881404673193,236.71317458029202,233.18006612300098,234.23897201564998,267.090495223328,284.82792232198,347.44533554320395,551.548271946122,508.916628022366,413.36154344107103,367.128950797746,362.324826594274,345.60927177603503,345.472975581262,353.012713803592,323.148859779238,339.018263298225,343.08535828471804,326.736819087266,297.216167674303,280.698896867216,315.59803885596,345.04259460455495,349.347445143685,351.834056839149,355.689468648403,373.399188812243,364.67553368059,383.398925833349,416.267719612761,470.024150324913,525.759347322139,623.343977941158,711.90613129322,830.235933284924,823.557615152677,905.982707905545,978.5561092388319,1049.9245048264,1138.0778845972,1206.08640238504,1201.6105173283302,1145.9365842087,1146.4883551281,1176.2549200450599,1206.02525020836
105,IDA blend,IDB,185.23087604557998,160.692251916507,172.17886302025397,171.217357486413,221.41618747060298,262.14862542056096,307.648138864842,310.047269768134,337.937384767376,354.19599172452905,456.085477940718,976.144123367811,880.2737743084731,643.202205060269,527.724974336788,503.405408565064,450.307004648511,436.215688297837,449.78883627314696,397.508812842867,410.499434025874,422.52047980592397,404.554174102959,346.057497307452,354.12121943908,401.004473568712,432.114187396727,435.31535310416496,424.92049026483903,434.31153859735605,452.2799501874,454.70296961942,494.528921202518,538.595395735162,629.677639870426,723.3110715685581,910.7068006417529,1024.40059054655,1171.0486775191698,1108.01723772885,1235.96515412814,1363.85212692277,1499.81166241056,1611.50272138498,1726.4311418135098,1674.91873125454,1536.86898856934,1468.72643936422,1466.68380329776,1478.23842010123
106,Indonesia,IDN,72.9284808593893,72.09399854663509,80.47904375805629,113.98201061881201,158.820555694526,187.335650060453,225.64011020756803,265.437979719329,295.224714124633,242.078908926756,353.543908473194,439.30167660716796,491.743133053444,421.34000781054,428.947550397909,428.992105394875,410.656364133878,370.27676794168,411.647359893937,443.42841796853503,480.702424263503,542.610033266672,584.750056506728,724.75434330804,813.7226300108471,910.7350479392829,1006.8516366194801,942.483705375242,393.067647961189,555.49336763926,634.473797009857,542.598693018126,669.064657892901,785.198394714643,824.7797848177679,886.0101686253729,1133.14671559959,1327.30252187931,1550.47594717871,1676.9112049895498,2338.7416958715303,2700.79131973504,2771.8783937147805,2728.7078838376997,2625.7247451564003,2561.36722582934,2819.51356740776,3037.6376873222102,3085.96981205508,3280.3075514459497
107,IDA only,IDX,,,,,,,,,,,,298.313648037423,287.367550325059,280.29916758694696,277.443556738254,284.809936583352,291.05801129692003,299.73460934380796,303.382458542882,286.556335161223,304.654846379898,303.992974545578,288.25991811566297,275.251182534464,243.928883668018,272.666377772438,301.586153208336,306.520924436296,316.07798788444,316.638062883672,334.62440482181,319.30392247106397,326.21627937307204,353.32701004223196,386.64958778319397,421.71017492934897,469.571597858186,545.184701233249,650.258530396806,678.115597121705,735.075338310376,780.974394955457,817.4303942223011,893.435558438186,936.0675334293919,957.1593585858659,946.4424791266051,985.3989023941251,1033.47598346561,1073.9936998896499
108,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,India,IND,104.17987444493099,109.753983415023,113.766311025443,133.04527168500098,150.32354900434999,143.20293640534598,146.235217903125,168.17538408622,186.104429092063,201.80475651194,242.02534885870702,242.480597877394,243.495795130834,259.500261699997,245.698260116597,261.17993675084205,275.397823489564,300.529107448254,312.00898847905603,303.834722501222,321.328674790211,262.91821103436297,275.480800800953,262.699592456541,303.739199077571,327.804836307235,352.195735531902,364.99427624703696,366.05059576599405,389.90148260509596,386.97880748172,395.363369541613,412.876350791344,480.16900079305196,548.284277310933,621.634025742886,700.501669734139,891.354655066871,850.8458962315491,954.9469686879789,1172.92759811917,1258.66729677703,1249.0847977036901,1249.51585920849,1368.60201104455,1405.4687126779402,1505.7945942131198,1734.58342289155,1752.68632781539,1821.96092080272
110,Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Ireland,IRL,1443.5988272857,1649.94702622418,2015.11802136518,2324.6366561111104,2393.77076578993,2852.4103336815997,2759.33047998653,3185.62884358692,3974.9480415324297,4861.89854449544,5624.763674817071,5302.31489597724,5303.36631344326,5008.53645055908,4735.76217209052,4938.244173108279,6733.26821668059,7957.19187404124,8805.28640279266,9048.10510488147,11507.8168789885,11542.4090525795,12706.762172557601,11912.8779850151,12930.609846833899,15297.234106285801,16759.5587171907,17853.5189359025,19066.2706552454,19938.0563065731,19855.4776464708,20858.0064058802,23537.784475160297,30500.595865197003,35121.5323299272,37274.8632114101,39714.8484651706,44474.4228460909,44643.21087588611,36160.8227027509,33850.5875327111,34834.704062284,32364.9719157628,35864.5416040039,38682.5828527676,34376.0052045648,36594.1486190937,38097.543694035696,41915.9997626926,43036.406861696
112,"Iran, Islamic Rep.",IRN,,,,,,,,,1421.50763359633,1830.94253384375,2003.0280942698998,2147.11156115334,2544.35190258992,2965.10910714731,2968.24573461053,3169.11810456545,3565.4819808685997,2135.1079351604103,1909.6339279999,1774.6500546741502,1683.5693831639999,,,758.132636115952,850.5390521022799,1170.24182395748,1375.58825478435,1332.49688516302,1334.60950674293,1317.55503590448,1185.07255829669,1433.6014238216599,1486.2313557151801,1731.36674373384,2135.37390020633,2465.57107620992,2875.1546363640196,3868.89963592854,4402.184037944729,4577.3613908079205,5328.2852111045395,6200.530951719139,6166.87824109886,4615.89101347433,4285.4905552932005,3841.04487778324,4185.90768456771,4358.19343909293,4236.879933373089,
113,Iraq,IRQ,,,,,,,,,,,2469.1867039310396,2154.16234280136,2255.0262731026896,2064.93492826185,2343.55366193328,2305.59448325997,2317.20022853658,2734.14449701229,3109.0076524249102,3066.54611514943,9007.81609011486,,,,,,,,,,,,,,1007.4876136485301,1195.93675047159,1657.98599833706,2347.98050946387,3656.8555257079297,3213.01726715928,3731.3846989769704,4582.43883889406,5324.23857632271,5547.8097836508805,5259.89411940661,3989.63733363045,3817.5535979448796,4057.35415119141,4359.2778903033095,4545.38263358079
114,Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32128.805679216002,32308.964945533102,39150.3260700751,43220.2233571991,42324.081874967,50014.4293914593,58309.383740722806,58614.2644783846,57828.9631734917
115,Israel,ISR,2037.9740436185102,1903.07687714638,2409.97084612577,2959.2657896931105,4099.85190496067,3673.4498496836204,3538.54015026261,3950.0833969936893,3655.1720173805397,4596.30517603106,4766.93538508368,5010.98858489007,5448.916164006379,6003.77741963652,5273.78298638452,4822.40907850539,6035.46203191098,7308.64720434871,9012.84519297463,8818.8178520394,10285.3790013862,11341.7489165101,12294.257904460701,11960.3178758444,13254.0128649696,15435.3948744868,16394.0586586597,16554.4940695198,16319.1667451102,15732.275045568502,16991.7694680973,16658.4440521977,15038.0557122424,15443.7320501833,16270.8919266293,17189.661351853898,18447.94926209,21164.1982209349,24716.1547522388,23048.3494228165,25927.101332307997,28578.636796965202,27215.195806311698,30759.2217618452,32491.8868369592,30772.0516522478,32042.803014937002,34994.609935489396,36077.1635092028,37638.0531465628
116,Italy,ITA,1887.22416167952,2067.69920437505,2395.70570982148,2858.2192294800398,3176.62785612729,3555.6298717557793,3503.2618173446003,3998.10251181867,4890.94883017926,6140.872517596329,7338.9027720881595,6483.21925107925,6407.55658044612,6658.34228834025,6586.778458260551,6778.61819889368,9608.771702130609,12137.335445389299,13453.6092775185,13960.8748747754,17611.393868836298,18520.474377195602,19499.9159184824,15675.4957215238,16155.6002235978,17382.9557020988,19505.426386087198,18552.9693161333,18943.6795863415,18730.6658813582,17038.9852827734,17378.2320327732,18791.9522566404,23138.185249687598,26385.0813785871,27050.4105624885,28308.5509480268,31792.7656315686,33666.1439289339,30590.7566520731,29580.7924749319,31631.010056875697,28560.6707787466,28932.6637228129,29020.7955323877,24525.6246433958,25533.5199972841,26863.256691728,28888.053411871602,27895.0742725717
117,Jamaica,JAM,,661.047932638319,837.925258787281,835.897349399007,1052.97388852268,1230.3819402470801,1196.3726732326,1274.01840014101,1010.05586573843,857.300276615757,917.294615999943,1044.64071329803,1150.99393390607,1225.56992142547,747.3152190478529,638.534574881135,886.058013642705,1068.9121739492,1281.37053827791,1488.88275651825,1528.3119757255802,1326.51440174399,1174.85931850434,1908.8125944445198,1832.4916704560198,2213.1468547227696,2529.8532327101,2864.7077132317104,2983.3775753959803,2954.76927967661,2979.67571236259,3002.2656834417303,3103.26592042549,3001.9940431776695,3228.94940392706,3529.7309871482103,3750.2337259924298,3994.9017426553205,4318.9354409204,3741.59472744335,4141.94549595497,4515.15729829437,4724.66241759034,4471.6376759317,4341.88613840217,4363.52775325483,4257.04036657519,4540.05821079539,4748.055759659821,5040.16108936179
118,Jordan,JOR,,364.683722438712,405.261342706359,472.82196428911794,581.194712694868,645.185327105086,773.411324911025,929.160292438233,1126.78776155062,1368.6315694592802,1564.74182782929,1697.78367874072,1722.18341364699,1715.42531038197,1614.8985797193302,1520.76685196671,1886.3211380957898,1891.6003518964899,1645.06363668457,1053.37112207282,997.914002227036,930.2750027853099,1126.62164514652,1139.43096663301,1216.68963828247,1272.38481003623,1254.51226618964,1290.6583148957002,1401.8802360544598,1404.80272327727,1493.46594852269,1570.89130433985,1629.61948502483,1709.7317224239903,1894.7350560581501,2028.59527936404,2365.37369373945,2582.6468075473604,3224.93878717815,3306.08294921288,3399.4597837567,3487.14987825647,3545.2431817171,3701.71962128373,3775.4725508826796,3799.2828028825797,3794.1832333146294,3928.72160599471,4014.3774101657796,4131.54277886755
119,Japan,JPN,1687.66994311052,1858.5713631524802,2420.32937127313,3253.20381324293,3572.3607906245097,3867.86289012214,4318.84708405298,5271.78901107769,7413.407869119591,7608.008811499979,7870.81182518823,8527.86899556624,7897.91546122381,8572.71908365343,8986.83932381503,9560.23894774125,14039.9538313829,16988.3943594529,20491.2097519623,20213.161578757,20616.8161967987,23260.173572297,25047.7557964256,28248.7846089007,30883.3094552903,34477.136204997005,30689.607087945602,27843.5177851806,25159.8649276459,28380.4725292541,30472.128582114303,26778.886121131,25421.950765549198,27591.512789507204,30072.710414485202,29752.070605486202,28346.6151787988,28269.462339778398,30966.5236656604,31701.567852655,35088.4954790342,38087.0058628475,38608.2890437314,32497.0659389006,30650.892082711,28059.8925052306,31406.802559003798,31222.0522563803,31783.5911183961,32481.508920084303
120,Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,1124.44441714505,1006.8077085607301,1040.66023632621,1051.5374796616802,1144.69793721192,,856.203988514978,752.245117016277,1009.7948433509899,1091.2111234017402,1385.92306688088,1821.15678829756,2189.60870149338,2981.13410934894,4362.47493003798,5190.2779460723705,4822.01369915461,5739.44488983646,7170.66089107737,7966.920225295241,9532.837557516099,8900.974663972509,8077.51214556109,5743.611801513311,6623.47517568297,6505.76254663865,6716.63943394609
121,Kenya,KEN,,130.341743703407,148.571817257287,164.355533598496,189.842177398481,200.68166627728002,202.50452882156898,256.17959581437304,291.923886321113,328.089582629637,370.607849256793,335.369503529949,300.93949263686,273.919323325571,275.29933134088697,263.024063840397,300.440055043791,317.507872084213,319.06574322291,306.70424633460897,300.754704274019,273.509853105528,264.331090416773,173.38702950154598,212.183102565818,259.572112353019,341.958159490071,365.39960680937304,383.53840494520597,339.45820518050203,326.352993929567,325.52210076052,319.511833158459,348.28292240660596,370.097802580674,425.999595402832,578.731039500055,695.243707573418,765.4289732323,767.6526283373951,808.661800002094,833.20728145028,972.8544752841801,1033.42730982328,1098.4439757939501,1125.13204930409,1195.73127609437,1294.4263917052401,1414.02219688384,1492.0703995107099
122,Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.901474418929,276.092538598964,204.28950929542998,218.962332882478,253.410886220323,261.870763806262,319.088780558361,359.005186821425,402.632635564535,478.154391673283,644.0626346263169,803.24681275029,725.380048935922,674.2712500733841,823.743072892578,991.079553597446,978.358454793312,980.531399740446,849.369684953654,886.8476705206731,959.2080784670551,1070.50345549466,1052.8783009516
123,Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,292.9898114352,285.533262082945,276.61954183156297,241.298314798087,265.17531025733297,268.375901824469,285.529870378563,298.032166410436,319.454708192687,358.66458223668195,417.927274243595,474.96370967988196,559.214746378099,656.733346570005,640.8649091550869,677.696927152203,761.157556049625,817.768319912616,880.3979049125699,930.3199630142931,980.120004856664,1065.06039794907,1155.87896552365,1254.23044728809,1377.34215477125
124,Kiribati,KIR,,,,,,,,,,,596.383115235087,596.907988923228,682.952410780582,696.485328650133,566.732032732392,450.16350755267604,438.65634323522994,515.2436802363881,619.965880223961,597.194277023018,620.677790274053,985.530603218317,988.920131012262,915.627459070762,1046.26507921455,1120.17694899006,1115.17526543443,1330.80400630341,1338.6593204666099,1281.2572516729401,1227.5222108871499,1211.0288025771401,1260.84566207206,1454.5696251907098,1568.24869057462,1627.0903190121398,1555.3718291272598,1862.2404851465399,1984.3808777285199,1719.95905259481,2106.4062230362197,2285.7245238255,2573.77959198174,2688.76693354454,2967.23858018583,3060.51554622784,2709.3182201149602,3021.84209470852,3017.26483297718,3125.53275249255
125,St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Korea, Rep.",KOR,,283.41835785042304,302.74563524421103,376.808341117722,523.2664975301641,565.073395605155,766.360742118703,969.059977489451,1302.60607260906,1633.8366008793698,1535.81248877461,1673.91148762792,1764.56960847238,1943.2408550651603,2132.0293308804103,2164.01568448694,2465.23217696881,3110.6004831879,4160.74883038445,5116.3512807180205,5798.098091884561,6734.537705256739,7094.7489530942,7731.411455594871,9053.74857496193,10733.3728213609,11366.603844675701,10399.2431510058,6659.109819516761,8693.14125115625,10067.962008825,9483.01455952,10922.3895715448,12134.168105261,13672.7413522301,15953.817962551202,17952.3494040765,19977.969010573303,17506.563752281698,15517.8243098354,18945.8638922698,20590.3862329132,20896.925748461297,22223.1865937115,23865.2926125787,23455.362312907,23964.431488603703,25894.622768483798,27232.8684215355,25779.8758896726
127,Kuwait,KWT,2314.43147510725,2845.2929876231105,2569.49185828408,3121.4534593487297,8776.77425314394,10416.6218669953,10856.345070703801,11465.8319609151,12120.194066611399,,20589.4739185466,20837.9256934454,17169.0663328243,14944.173516435501,14493.2196499598,13791.4409594554,12889.8505755839,12910.784555132801,12496.439501563602,13945.472438283301,11309.811355709098,7497.32715256558,,,,17352.377568408,19506.445414827198,18717.8855279162,15143.3180818529,16015.1297931996,18419.2284432154,15897.6077085434,16162.0576644998,19679.9076814654,24886.3972518202,32434.443139050298,40503.5632393779,42802.275745459905,49012.218529030804,33734.9083108551,34966.506189625296,41902.671932616,44805.7429759135,43873.4308417162,40363.029026115604,28061.3201019771,26258.6728543154,29389.2718020831,32213.9128138314,
128,Latin America & Caribbean (excluding high income),LAC,505.227275050767,555.762959247025,612.018159097183,787.140545500356,1004.96006640281,1051.24970337598,1126.29892784047,1195.78649423044,1321.4693333849,1495.07852280979,1717.24263966666,1941.1061731305103,1733.95596533933,1451.86492805164,1454.83691901293,1482.32527307787,1487.13881335493,1572.74835763983,1733.22233669589,1999.69669526094,2231.90230659388,2795.33339597181,2545.4702603221103,2915.5700418459,3276.83864489365,3344.0752253881897,3579.72543809734,3844.3764454095704,3786.4080425356397,3259.72625984361,3566.48570102118,3423.49540404476,3018.7716141288597,3020.71000407578,3360.92691085581,3997.3757325584397,4664.37938133208,5484.427980639221,6241.26897229082,5825.721281940269,7134.840068129409,8195.40090136273,8079.396298846279,8263.251175903059,8246.01517047147,7026.2079172965,6753.47313854981,7441.51905782652,6956.21944245901,6801.369806242929
129,Lao PDR,LAO,,,,,,,,,,,,,,,434.66441032299497,575.127620634119,419.93003450208,249.092282082753,133.357017438329,153.9882981377,178.05149063072898,202.53904703074798,213.91213293320598,244.076206080753,277.03980051973303,307.915777575765,321.488408758219,285.421605737096,201.26171851776598,230.852685936788,260.629259417687,271.087475240732,270.567862779134,295.28061027437303,346.54510450791804,393.13376513912397,452.81088371979,561.285815406251,690.941256541219,750.904436281478,831.90474008942,1013.25628498892,1219.36793745681,1428.25682992633,1617.54643659951,1710.6993122517301,1850.2925483659699,1899.680861573,1980.37602805815,2034.7394060710699
130,Lebanon,LBN,,,,,,,,,,,,,,,,,,,,1001.0924157649199,1063.25287919301,1454.13924644162,1683.5285910452699,2108.3917135750303,2489.10926235248,2970.0163522926,3333.3320543417103,3576.5631950734796,3966.4239101657104,4051.71687935245,3960.2971088389295,3787.47910395154,3788.59105738985,3208.3865373559,3805.7361306880603,3866.1025832914293,3865.80589041935,4514.580764476529,5244.77522597749,6201.11695657426,6399.66983325707,6216.23321612619,6422.15112965442,6412.1263828542005,6199.8015735984,6188.34807894244,6202.8376196933705,6420.7018472626505,6512.62209988721,5952.843245625079
131,Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.782975786038,210.055305585802,204.38869518226602,139.333676581331,199.78747569193902,210.654299277925,247.68486597573101,291.696687978143,351.662722859457,338.251593724773,356.247667658002,426.27339875149005,421.27031821344,458.840244587915,440.323418621732,475.72434114645995,454.799861738905,432.226452222963,427.6328649398,379.586074357333
132,Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.1123748671203,3389.5093841173803,4048.11283283421,5515.083295174611,6277.079739625489,7852.61042547658,9737.717934789309,7575.021030249459,8472.79216539132,4838.488275583561,9290.662235495542,8386.87586006485,5744.5634431265,4062.48407461242,3752.95806334522,5122.39519165657,6685.18511560918,6414.60371631824
133,St. Lucia,LCA,,,,,,,,,,,1287.74566403013,1436.7735570873901,1327.67819497182,1414.79109793104,1795.9749770830201,1989.7213288049102,2353.7743242482197,2554.32229048403,2850.10532377438,3185.77184646992,3571.84969423366,3727.81980418126,4099.3030071903995,4081.6672330119704,4211.36947976716,4440.8282895431,4592.671361620471,4583.44717680435,4891.88549144206,5071.22184933691,5039.22206204015,4623.93747634204,4665.11492793168,5063.35518130157,5376.49338900947,5639.3346197010105,6560.82109290988,6835.33914468439,7194.47419673521,6972.539720907779,6967.2191180829695,7555.154241955759,7353.407248822671,7143.33398272866,7616.61926265447,7299.949322842171,7784.58499359078,8254.97917105396,8728.178746234978,8921.993096992808
134,Latin America & Caribbean,LCN,535.782816112902,591.245247225541,647.191405552079,831.453645823911,1037.54438031982,1066.60452542409,1152.43212024173,1243.3140101618699,1372.8597661452,1550.91853113203,1807.31888737397,2054.75112132036,1847.8699398307397,1553.36450693651,1535.6296822510299,1560.4987146397,1563.4773931644597,1619.66344047203,1800.57346226971,2009.73223324784,2241.60032590905,2786.71399994007,2584.64557196055,2930.9519698503495,3273.31417255887,3401.89407260453,3610.0841967166402,3900.27561963682,3859.52311784074,3367.98015197752,3676.7149644051897,3541.9859763494105,3095.50769644187,3081.06209056091,3463.61237625657,4136.61710850031,4834.59735779926,5704.81173510186,6590.093925240561,6215.90341170551,7584.952975553991,8478.24567765601,8496.44198886845,8668.445426398559,8815.921806506429,7572.49543361588,7294.770356862421,8030.5846696697,7569.157445448579,7403.9305343961905
135,Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,231.725080372769,238.54250552971902,252.587697794264,264.867088078564,267.933737703031,280.28540142017897,282.01073846923697,244.486887209846,233.47155849419997,206.461196160378,232.04599858151798,258.708492905457,266.009237840859,270.32689614845697,270.432150951201,296.827828911618,276.0960649767,290.406076071679,317.455413056111,345.64785383492995,382.70143455406503,421.840430612153,484.446275816533,571.98937759353,620.5450936454461,670.421649108043,728.403251841743,771.7441885485499,830.681997576779,888.4489096886771,892.553797259218,862.1279183008901,902.088200907446,913.0389727704061,942.0018374237919
136,Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
