"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia (excluding high income)","ECA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1381.23392218894","1340.92134336385","1104.11170844115","1232.47938918706","1350.6650800306","1440.53374988054","1426.25134021868","1242.83974083759","1392.78220105637","1361.06140819432","1562.85478071218","1973.89514591056","2661.68639383468","3382.18122995861","4139.43617496502","5451.25962568919","6680.31075448021","5222.70127476011","6225.48403681079","7591.82287572553","8028.02618212681","8492.61376293346","7877.1519479861","6092.04071600066","5778.91350726878","6396.1596516315","6481.97853237787","6607.04126447555","",
"Europe & Central Asia","ECS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1148.35010021372","1283.04732648764","1523.02407054092","1919.43235102887","2134.35188755895","2466.51635022467","2544.03335187719","2842.74259639273","3460.88647919222","4176.82474252651","4659.57689270609","4077.74935152593","3889.25315392523","3753.79958812155","3590.48244140548","3690.79513910908","5047.97792595511","6197.35607029726","6868.37388129034","6947.54579063164","8558.02142698994","8812.04382831027","9546.62814583137","8688.16039692312","9114.7185782283","10470.5933456049","10725.2891457411","10210.0199528867","10562.3310196367","10457.3647602012","9800.24242528562","9844.35321828261","10698.7827669086","13008.2676006535","15163.4777632996","16095.7311829753","17343.7287452017","20106.5465480118","21698.6833878442","19004.5321319866","19476.2827438458","21464.911320027","20555.136234715","21382.2050183201","21592.5271641523","18550.2907911345","18412.1273775181","19406.56687563","20668.9754376245","20292.0526433799","",
"Ecuador","ECU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","436.952224260434","408.056753160454","453.438081502212","520.549544706717","836.87774511962","996.864087466025","1123.57399831471","1342.41823821297","1396.04414278622","1509.24182233735","1854.74887624444","2260.62949139037","1999.66713900564","1614.32025776758","1528.44446567502","1512.24010033534","1361.67479399163","1199.81586071813","1033.0330311351","1040.55016556015","1117.55034717236","1306.81073838654","1376.56051019843","1392.85822489417","1661.10308600372","1733.02081165092","1706.08319801534","1924.86594392007","1911.75877640196","1198.25199396917","1007.07962074274","1453.84477745897","1705.50033641194","1906.8069455708","2009.73420643934","2185.155261455","2401.10797807797","2604.41695607383","3135.68115871165","3379.79398957063","3657.65590058924","4033.52946379713","4482.01681627955","4849.65461145422","5083.82144591132","4959.20768979396","4851.96729390563","4905.21442506797","4811.20979285605","4696.38070607536","",
"Egypt, Arab Rep.","EGY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","221.511269310805","231.484707521294","245.518372414001","259.668922837897","226.909156519049","272.72570158574","295.694426636181","301.165612951726","289.531873191058","286.567075179886","315.3538375664","324.518711766891","432.998054713271","478.115807641321","507.273906488147","559.875142474548","641.514220419686","643.006244876159","550.743941037467","588.156160616952","591.26006410637","550.287732016128","604.931450672097","675.554158673547","746.519573237931","839.845791080103","921.256803292944","1074.99015882337","1173.87546750784","1198.41934520608","1276.43186675437","1254.71571188256","1061.48114114351","968.225367730622","908.415011430608","991.85297896672","1175.63791053815","1423.85716606746","1707.53647263187","2028.21508931165","2253.34785636891","2316.48926655989","2751.10278018577","2789.29908464676","2931.18388399173","3218.0632507369","3183.34439054126","2152.24599674059","2197.43453775144","2615.17260663242","",
"Euro area","EMU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1971.64718424526","2216.72955072601","2659.3927966109","3429.26260262275","3828.51457653343","4392.30416593977","4567.388638044","5161.45307882808","6297.85336709958","7584.06749486582","8406.96223675783","7191.76802182933","6903.25572018186","6727.25880189372","6448.06076783637","6624.3322401281","9343.87077688263","11557.781638123","12699.7968458355","12914.942334826","16141.3455098585","16625.9698243323","18223.825215346","16556.7314010347","17388.4004540029","20097.8791263741","20302.0430387855","18504.5911621556","18971.5644663728","18870.3928043085","17075.0375631533","17216.6905397074","18515.5466421205","22713.63987599","26032.7747555303","26816.2804420599","28447.0467794791","32446.7918274313","35016.6056544121","31811.0638285108","31142.8969232334","33699.9906075698","31124.5854038493","32383.0852485339","32992.9094893617","28337.3472871963","29067.4225776227","30698.8527278594","33069.9866683933","32184.0750652797","",
"Eritrea","ERI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.736545533186","214.419490489765","234.081582553106","272.231485030917","268.647250991622","296.806517963375","272.78176283799","269.065456350007","275.998479610426","256.811997165873","293.139727666452","356.000817851508","346.159450750157","371.828451336618","394.593673905735","399.500210037792","527.852030852564","445.184641324679","448.701712407151","","","","","","","","","",
"Spain","ESP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1052.52666037013","1186.88673712441","1502.9196132915","1989.00576014477","2432.41584058698","2812.25105298924","2861.29902217077","3161.49506622256","3798.08250062637","5014.67739831641","5349.22353282041","4555.82183975563","4360.54515624444","3747.41822267182","3749.52283200553","3964.01562944752","5565.28492385443","7077.37753761997","8324.65797110842","9235.84678332592","11959.2890831157","12859.5686652373","13979.8334865842","11560.2496759941","11425.814743521","13409.3110163539","13856.9074297315","12701.3260700858","13285.7913365244","13612.954447569","12745.9946912447","13202.5999947388","14656.5280162237","18506.7016785749","21336.0829297621","22501.435483838","24010.2095568372","27342.8271038771","29478.2111394412","26732.5609336475","25461.5265284255","26178.4086329304","23567.2763636865","24230.4481359919","24654.4303189402","21695.6231395624","22460.5297006667","23859.4477566581","25799.0410316519","25055.2956301947","",
"Estonia","EST","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3406.0520259755","3745.00226836321","4412.74619748398","5885.17038646767","7260.07815800253","8609.34002811183","10333.3817080473","13298.7582714135","14456.5216202772","11654.881722496","11366.0254915138","13733.2963050725","13886.4198882694","15448.6906585801","16450.823175816","14201.5879180938","15040.2590944931","16712.1041244236","19074.5806245758","19446.0121439282","",
"Ethiopia","ETH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","179.36253338035","175.928115401652","202.190470514455","184.447089492584","215.410553321977","209.740903993703","218.273577801372","216.190815729529","218.654718690527","221.491064361994","236.50615738467","170.254891751548","138.512778608959","95.698754791253","93.28518154448","104.360782538519","102.478440893211","85.5165782109219","93.0831031602867","96.7998031551555","94.3139449407711","80.2763320356424","71.4299330266858","91.6700965039627","116.107670408563","144.350809576465","176.161804672055","243.436455081719","288.27976217226","260.049761306731","264.293836390508","351.871310624337","378.817470520479","441.786620360951","499.849077365507","570.975145054495","620.934836927527","654.904147440391","744.143476533497","",
"European Union","EUU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1645.12470017205","1845.56661816257","2211.75891609749","2844.77832754697","3169.42635102385","3652.58510497768","3806.53368417147","4278.18735130727","5189.91914402802","6233.58417188086","6899.62720830053","5920.92198558143","5656.82049747365","5492.39972207935","5285.64430881134","5432.14164897971","7631.97646763805","9438.88877320332","10349.6469856831","10528.585515504","13097.4162706387","13497.4028372177","14770.3485344353","13381.6093394626","14147.470659362","16444.1946143902","16696.0629514763","15280.4242175883","15719.3445962882","15639.6184867971","14267.5666097624","14432.234676144","15601.4715657821","19142.4468446019","22011.8057773172","22898.9545104483","24430.2391304601","28076.2555434299","30629.8414907554","27577.6044703091","27269.1583647062","29586.5806349741","27418.9581749134","28615.7835923981","29174.164994949","25128.5642996447","25767.0298293921","27343.0933118064","29517.0616199485","28868.176173446","",
"Fragile and conflict affected situations","FCS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","311.843339754678","512.8061039284","486.258605411587","395.730804206196","343.147000976699","343.180537206093","317.890893880698","297.410339816288","324.318312610539","270.531551513189","445.978489035637","468.309263375554","445.758490738996","385.408350835344","361.278360478189","428.713564149097","433.459712378513","476.771268851343","494.652007551505","511.699392606247","563.493365600069","566.337804176352","540.973840880101","546.361241107916","651.593760215559","781.727244909657","984.363021416808","1196.20527045406","1541.93285303982","1488.86879722657","1695.21094694341","1624.95259525036","1870.99247459584","1940.93038836565","2116.00319175646","1910.09243784677","1683.84362644369","1648.5404914368","1695.64992570287","1769.33738133909","",
"Finland","FIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2137.8932087851","2331.77729130899","2722.30618228649","3559.93521730975","4481.94642288249","5229.75176129737","5605.9921827488","5796.10427428073","6254.73355110049","7740.97061520512","9262.6906415285","8941.34164190529","8947.92833947558","8545.40718306989","8840.97324281945","9305.61856343377","12247.0047695289","15131.7746365378","17980.998883102","19230.1288254755","22301.9395375628","19436.2201054076","16722.711819183","13110.8610533998","15458.3823747154","20756.4481992598","20573.7769869675","20045.5263527664","21136.2494626198","21501.6317898743","20018.5062770864","20684.9818502356","22351.1635962589","26996.7979394991","31444.9323324043","32316.596832716","34285.9162775406","40123.1237231916","44029.8794351092","38635.3252788852","38271.3398592654","41749.2165628289","38731.3050104003","40448.5159117848","41116.2733682683","35090.6771664916","35774.3733273923","37786.2705105671","40882.3922660699","39812.0570709102","",
"Fiji","FJI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1682.35586139971","1684.60113590768","1537.14630824918","1431.98742745988","1473.96923495703","1423.64888198249","1599.20648576338","1436.60560588187","1345.30806057247","1432.26539145084","1569.33166092493","1616.99703362337","1767.00422258749","1874.59025121584","2028.27932109733","2220.45358537747","2404.52733987695","2293.65336251842","1770.37923081221","2049.01239312459","1868.01193794887","1800.68508677767","2068.36047859903","2555.55474095551","3037.46007185144","3364.45996863032","3242.45603329935","3622.83033877979","3735.25600575465","3074.58556656051","3232.86959740765","3709.56367385238","3868.92747914171","4218.53295949304","4642.47844395027","4367.46510927986","4639.26189015592","4862.88544674046","5151.95266980861","4895.59433775759","",
"France","FRA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2520.09231919794","2789.29205130772","3379.69991307988","4347.24165718246","4618.27542792147","5765.99038302458","5908.28087285251","6456.86173143339","7932.84832670063","9568.10310908358","10840.0597305298","9419.87766430203","8844.76292401973","8357.17851603024","7859.82094701423","8199.96097393623","11472.0775406205","13855.6288971509","15038.1818642863","15025.2623857005","18479.9738153086","18285.0983771444","20137.2530664109","18927.0299322253","19873.1637137849","22820.159894307","22951.1373511181","20809.6895358363","21532.6266208286","21426.0806360526","19294.1740353543","19356.7077000892","20631.9552542526","25269.6571397543","28831.5241746273","29725.8963820313","31165.966954621","35446.4264723369","38533.7213854638","35101.6063390545","34362.6410780707","37138.156730722","34395.2492269055","35867.2034264034","36186.2150640916","30896.1932327535","31182.4195826358","32664.0458026278","34884.9682973104","33723.902989713","",
"Faroe Islands","FRO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964.57098835381","1973.6831170775","2003.47804041148","1959.70345525767","1786.83325341593","1877.02496980508","1940.87615380246","2065.85681362103","2125.39505859333","2139.67538421451","2162.06221312493","2150.42558229427","2273.2590717004","2322.54957005345","2389.59710338121","2438.67043072258","2691.87867555472","2773.97973952065","2875.60708494878","3047.44847531319","3018.76790193016","3009.80317690018","3252.01257049968","3300.14637177855","3511.98344794976","3425.24014977541","","",
"Gabon","GAB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","395.752691117509","445.423014241793","487.653089845278","862.339627768244","1107.13239975698","1689.33678029516","2807.01227584374","2323.88470441983","1658.14388762872","1137.40806772821","3141.86315726623","3617.49211645292","3542.69310952742","2977.12535334664","2805.88837819769","2465.07994111824","2634.55009814441","2165.18298548479","2980.43982954824","2608.19688887785","2979.84220047376","3168.46488745677","2911.46081469015","1972.48956406266","2088.360267338","2280.61379074344","2368.32870196281","2264.1708944745","2456.59785502078","2216.7819905148","1744.81089802136","2289.86818289816","2599.95885866463","3138.59508213866","3109.99680068636","3625.51778200693","3646.23870359073","4016.06836348092","4529.70648893947","4502.95959443871","4546.93546840613","5153.85583314942","5087.48391101746","5415.85016960779","6189.8004217352","5161.72562711869","4941.10321331174","4923.51898753204","5186.12376425032","5003.58455245096","",
"United Kingdom","GBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2253.26401377219","2519.97779955007","2868.53830741313","3235.59248371744","3459.40078756983","4078.65841353281","3910.54022067482","4330.54754329455","5498.64576230783","7012.81146989116","8862.74614049891","8370.43651248119","8012.12206869725","7639.06623344323","7190.25872822657","7500.8615140681","9398.68979733848","11492.7083460884","14019.436933819","14028.0163573517","16325.8550854065","17093.2292341136","17903.4713829183","16107.762696097","17676.3352440756","19007.6758157634","20019.5848381856","22656.6082112797","24654.7949905071","24711.3720851143","24323.142499949","23943.1887105121","26045.6325111121","29907.2478993137","34949.7808313434","36555.3208940474","38138.843409908","42968.5477120723","39610.8919256804","32307.5477336412","33450.3288974667","35659.6264828942","35451.944248158","35955.0722881987","39485.539909654","37434.6151303255","34036.5767905443","33744.7352936364","35834.9652745681","","",
"Georgia","GEO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","781.527416659193","607.546983201298","654.155169540854","694.706748637157","736.156682689818","866.759888135622","1148.09548778856","1444.65832241864","1776.20226365187","2299.01172138644","2886.69410920119","2436.23145337295","2718.82847163017","3355.54749829927","3766.69421873067","3906.96222925573","4043.12819345227","3334.27754779313","3263.57096063069","3512.17840826118","3867.54537721688","3977.48712965705","",
"Ghana","GHA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","238.537486863444","204.926328805699","234.07956559094","266.989361085388","251.035830736037","242.969307429757","278.806836987194","316.654589864852","337.564345123109","356.37156230853","334.01041931842","316.307652303232","303.951462002045","312.745756768209","303.968280932371","376.3120350111","322.184935265592","321.542332867868","316.974389879142","346.117437036712","374.157868494555","354.658371686819","315.564339452554","276.480608120299","326.093561958436","336.494960373597","328.009802157531","347.69556851255","350.199094403992","214.23735786462","226.789660633524","255.822974213829","313.845417967302","356.297471089454","423.378254369278","788.810917403088","937.529548547123","1059.25837824564","935.883772371326","1095.75718052856","1220.07842225433","1239.55933663365","1934.39819616847","1588.04822795409","1455.68615765335","1627.16794425798","1657.98254914346","1801.55746597413","1832.48958772678","",
"Gibraltar","GIB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","298.991049075473","315.190506526075","359.675188677078","348.083187712661","375.036759931993","410.445496542104","449.252019940971","445.582917224893","449.050628642925","460.291876231528","470.011704143675","455.894447202806","417.524701846606","387.290227084603","325.260229383784","297.693504775063","307.400852811388","322.223530140451","340.823420144658","258.606359738441","402.666198152212","584.932450703751","626.011258856003","568.723659570464","562.530254456858","543.130271093015","599.707560595269","623.591001086574","647.42767566409","653.844099372213","612.100744535057","722.745664250567","727.109358917603","843.559893729555","",
"Gambia, The","GMB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","324.672261683359","285.646746121521","276.527032118606","246.485919356206","217.081708054811","294.995849551925","242.169819934381","268.117529660091","275.517879770032","255.904847689012","265.625428014651","590.73824041791","587.507658396049","597.793104722761","572.068628668822","584.556538735456","609.299199122233","549.845511284485","554.827671721984","519.6272142896","481.144190341519","405.47393225698","321.247777814276","261.837824435595","528.325308053174","547.727370289478","538.673951408981","631.592196933901","745.71083743972","660.800198053442","676.449032045601","576.704103503286","554.685123833025","526.005072769286","458.832903543955","497.208704118464","512.946242570161","510.323617249799","576.457997155053","612.177984199603","",
"Guinea-Bissau","GNB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","124.56850080532","180.621254771719","188.52932346685","183.752730306853","151.913940366195","169.584558315313","136.269951604312","170.226243868259","156.290318811072","198.429889352155","225.854070571422","226.799419199657","192.606183552517","198.057799792998","195.020535632079","203.113043613193","212.975947362703","212.406236454792","155.863300146917","168.674670928521","281.669415306633","290.400276854507","308.242810885141","343.579118879615","375.855178043725","404.381708565833","401.365696234022","461.823947782197","553.220290363488","516.123064390177","520.609542571705","665.887979366211","580.671255496742","582.246333853274","607.450353020161","586.177932804628","645.071347313421","703.845946858424","737.129751535263","711.898735993866","",
"Equatorial Guinea","GNQ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","175.243627739315","100.258023687075","106.360434312338","117.88361277273","128.448185629182","145.065272361784","170.486325182928","208.022140441415","213.117452032748","179.086874098616","260.412398420148","257.584485779447","306.821929742929","259.432602011177","144.158306072877","179.563852054637","271.193105587492","262.93621252234","294.619888458499","223.750111180571","","","","","","","1452.8046417864","3946.73501952148","4516.09208924511","4282.6579468529","2077.82703746345","3163.08014116432","3972.35802914992","5047.39324199408","5679.38790828881","5225.95557349895","4700.84545396355","4015.2178745876","4103.95526308923","3302.10555377672","",
"Greece","GRC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20770.9955265537","23881.0009232377","26194.6999283375","24324.8764214246","21584.3747199694","20162.1169797827","18053.5418009265","17785.6047735708","17960.7159537225","14990.1905854477","14825.5835411305","15517.5246407086","16411.6460414302","16096.9264707927","",
"Grenada","GRD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","320.718243677883","331.294225867295","396.439456671671","477.930815586033","535.030993893375","634.303868139327","781.045938319899","844.761457774547","937.080478717221","1034.38349699888","1102.56428103669","1071.23742618875","1094.43609407668","1109.84939137885","1116.30085352788","798.831297442607","765.324932014026","826.706110535766","866.273218935824","755.722595870157","922.136912112971","994.517941412781","1063.38135835151","1178.52336305847","1294.86373348936","1341.55127383421","1490.93556882486","1586.84340320401","1452.31903063583","1486.67595046843","1410.27163029259","1512.53142703803","1547.8682846559","1647.17916945426","1815.77935874833","1952.93978460785","2136.65029959096","2410.20511417583","2267.51382856743","2396.59204839507","2714.99634004315","2865.20726948225","2942.1768546506","3132.40354078284","3373.78759755168","3475.67538525294","3710.88845195335","3772.87359108891","3929.84326917633","",
"Guam","GUM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","660.334311514809","591.650129539941","476.813363075795","477.248646002109","417.562591692596","451.27736377362","493.90219205484","317.162496765246","397.563386797311","327.425195721543","375.796474349894","276.384024974287","342.082432322015","467.380787819688","546.603036490881","634.819133002132","779.167892758453","822.595742980225","834.758534006497","789.661713944012","842.203862735525","849.535874226297","848.169379822777","874.416114658939","927.336567409154","997.613438604561","2972.78620052405","3477.71295416101","3844.24231064584","3977.37941761366","4285.00736338004","4436.36895413602","4880.93267939422","5123.87866397932","5146.63792357819","5352.86021135118","5225.72493472046","5609.89234909711","5835.4449191537","6339.71890410458","",
"High income","HIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2460.30996763142","2691.24848562025","3093.97842973913","3709.84186832165","4066.12439380542","4490.15960735135","4843.45112754066","5421.88691140552","6476.6822557344","7270.42390340453","7958.31789022083","8015.75568171272","7955.64432749027","8109.32221591097","8441.98604258099","8802.01435673758","10659.1410063799","12274.374463087","13810.6833042293","14207.9457132884","15779.7923727142","16515.406400593","17606.4155632152","17498.7378644326","18658.5965101051","20595.3764381803","20687.3163967613","20286.2956832261","20370.2983242235","21203.0611366611","21454.1951646655","21138.0662522523","21838.8406282492","24323.7523784823","26941.1481623858","28268.7909761674","29737.4217838914","32026.5020728696","33212.1431137833","30887.5285302838","32486.9742713064","34937.2599463082","34933.0881268375","35139.6556684992","35832.6384532972","33718.6246670664","34099.5878382592","35438.3951148073","37318.871935064","37517.9270361144","",
"Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","5397.89531313664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","243.298828905261","259.517116974917","283.822392005287","310.409142267861","331.629895599927","378.796421414631","454.743300959033","815.713094015995","893.339083035764","963.728834549264","956.07225889675","958.557018227593","987.217838192935","1050.62110366379","1102.2536004468","1150.99134778621","1218.50216077673","1117.52972380941","995.954668699627","862.934497977344","792.862769474265","816.104028403766","816.879857902216","749.184002277911","835.384013375827","792.187917353957","861.869685288565","933.83224452917","920.957091772467","991.381363902615","1036.07743519758","1032.72477529024","1049.16185738934","1091.54415589238","1172.9478634349","1276.11261117847","1439.78956602378","1575.80547456738","1603.46396337196","1680.16538983556","1850.08479013267","1873.15154313648","1826.03096439814","1893.14677531849","2014.43849009231","2030.51658962933","2154.35420061478","2156.47373017256","2235.50112385079","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","328.94700985652","320.867388706456","310.641215255529","297.951818191497","295.065639253622","295.171191877125","330.576409381345","354.148721594673","354.931375548693","322.958670820029","333.86504195968","338.880354897122","310.384514290917","299.831887452512","251.058162303054","276.955491875918","296.668074328052","299.793037809872","313.194389190594","311.618686906528","324.639376539575","298.202727737073","308.187113313664","334.798195402265","370.061325146172","404.648301341865","455.9925470145","524.949925712377","617.566536004128","630.092078090572","651.883954364362","678.880790190965","713.390672110632","781.292181379971","812.592189148077","799.002018719767","768.561998989228","789.404612785669","815.361742069817","831.922312978899","",
"Croatia","HRV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4072.59714319682","4382.95725123604","4430.68302820387","4743.61553136665","4276.11325388465","3969.65982000279","4283.6064799824","5068.62275575588","6409.03778060886","7781.12117489692","8693.74734290907","9543.97991312545","11421.9382082284","13178.793417206","11504.43745274","11065.0781121802","11648.2035010476","10606.1884119991","11195.1542602929","11129.2301814879","9868.69020531151","10089.1650318844","11189.7484950264","12514.6711108935","12495.6520175361","",
"Haiti","HTI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","231.976291140422","243.330506237107","234.50554109151","256.305339617175","281.116257478878","304.262958117099","345.863442713569","296.90253660747","371.855844428576","381.39924383196","424.324381364256","465.974430300419","298.265548062061","244.158520311892","278.804338124185","352.159635129826","358.578229874974","405.145839130335","442.99303361461","488.621393138499","803.34626389502","726.550173756503","681.453647940957","546.340630834872","641.592666379805","736.932243199212","761.507961264582","947.10438764078","1029.83328002401","1101.71260066805","1114.54161372552","1226.70710734335","1272.44473720144","1324.39835572707","1336.70847037237","1331.93762166414","1195.49032771896","1217.70579831464","1358.244155238","1200.58465196659","",
"Hungary","HUN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3008.52120559447","3254.26752180589","3429.03099558722","3415.02487135737","3421.39586030525","3558.02567871054","3550.12609597884","3458.67294673636","3988.97768556987","5137.3984714194","6543.51530421621","8004.00358623496","8725.10877491731","8858.64936601383","10550.1319568057","12127.0640054975","10089.8671457285","10184.3559979852","10932.6030131899","9974.87609393249","10854.5178732014","11220.1622040513","9965.08998095592","10552.8200593032","11606.4599372229","13225.6078148571","13581.6931617809","",
"IBRD only","IBD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","180.928301714706","193.286321425721","210.709551665093","262.77287072867","309.749714991047","324.904561469131","338.339527703198","374.812423821055","399.14705361737","453.041341696936","520.56196368586","563.895847069961","548.624454005123","526.196213796518","530.108407309856","551.135555135709","570.200772021707","566.098839494669","608.22093370226","651.373295541249","740.907562336928","819.486518429655","824.852300056219","882.508138724322","963.227384227062","1071.40458422562","1165.58360406502","1224.35498656792","1185.69099588437","1133.96565181912","1214.00483569756","1218.4549612247","1226.01917018866","1356.71422752059","1582.43225024849","1857.22052875687","2179.36518204003","2699.16249289253","3171.67844384353","3110.55967809273","3695.23747315508","4241.01713808338","4509.29176172377","4717.77214400193","4874.64518369454","4606.50635208168","4622.7965046913","5071.52494514287","5301.22815528487","5396.67173990345","",
"IDA & IBRD total","IBT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","171.553564386646","181.340921967822","197.234845185624","242.390712630713","288.400034704372","306.784100459985","317.577887516542","348.455124577719","373.098649084482","420.716260984393","485.752220984343","552.324424670938","532.98621059251","499.482590972941","495.26061505848","511.521179653539","524.214849162923","520.440169355617","555.795158319979","585.583676209316","660.639235118163","724.014120330845","724.32476018128","764.759488161858","825.85049117986","917.611520532084","996.847765280068","1042.95413633914","1010.73447554335","968.669427142746","1033.77835503891","1033.66240281286","1041.44952512135","1148.68723296321","1334.0465546662","1557.25669489843","1824.96755392976","2242.83250918439","2628.37844391035","2574.00884979378","3035.69664554305","3463.75303078366","3676.99170316556","3847.7374371929","3973.97357341469","3761.83059114971","3752.28356698204","4079.98936766599","4248.46584747442","4315.51528242179","",
